reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,app_id,scraped_at,content_length
2f2e1322-245d-4c60-a554-19250af4d921,Luis angel Ugarte medina,https://play-lh.googleusercontent.com/a-/ALV-UjXo7tOPlx4_rY8yvy0W81irRSkTo7boP0BtkLxVqOFSyoz_p1k,no y no ve nada es lo mismo que todas las billeteras móviles,2,0,,2025-09-26 15:25:24,,,,com.walletapp.mobile,2025-09-28 21:05:50.892328,60
86b36c83-6e3e-4c50-b670-22eba188fce9,Jhonatan Jasson Orosco Noriega,https://play-lh.googleusercontent.com/a-/ALV-UjXxQz1erRDp3myfs_XABx64FgGtHxztyCWHCcjIeDvTQ_M7Thkj,"Me pidio actualizar, lo hice y ahora no puedo entrar a mi cuenta, sale de la app, que latima que ocurran este tipo de errores cuando uno mas lo necesita",1,0,1.1.6,2025-09-26 01:20:31,,,1.1.6,com.walletapp.mobile,2025-09-28 21:05:50.892328,152
6943445c-5f91-45df-996e-7252f1afdc34,Bismark Ortiz DG,https://play-lh.googleusercontent.com/a-/ALV-UjV0p2eyDPEDbczkPqPr-zRD-eKDw0_bMCJuEdHO-Pppdvs3GlKw,"una pena esta app, no la recomiendo, talvez la actualicen y funcione.",1,1,1.1.5,2025-09-21 20:48:35,,,1.1.5,com.walletapp.mobile,2025-09-28 21:05:50.892328,69
17a5166d-b471-4332-9600-c30fa52e79b3,María Nieves,https://play-lh.googleusercontent.com/a-/ALV-UjVhdOSyR5QLYv6uKSrGph2HVIImskr7QPTOqdInuSJ7-ZikiMxQ,"NO FUNCIONA. Después de recibir dinero, en 2-3 horas ya no se puede acceder. Se queda cargando infinitamente y nunca abre. Una app bancaria que no funciona es peligrosa para nuestro dinero. REPORTEN A BILLE: en la esquina superior derecha hay tres puntos, toquen ahí y seleccionen ""Marcar como inapropiada"". No debería estar en Play Store",1,1,1.1.5,2025-09-21 12:38:13,,,1.1.5,com.walletapp.mobile,2025-09-28 21:05:50.892328,338
ed99e4dd-018a-46c8-8a8d-6fd5f5931406,jj jj,https://play-lh.googleusercontent.com/a-/ALV-UjWaG7vO24hE2TRXf3llq2QS9fRpn-5VUGLqZiJ1DTfIbOGr5rBO,es imposible registrarse en la aplicación,1,0,1.1.5,2025-09-21 11:31:47,,,1.1.5,com.walletapp.mobile,2025-09-28 21:05:50.892328,41
ba0cb881-acc6-44bc-8d9c-6d39091febad,Vanessa Añez Muñoz,https://play-lh.googleusercontent.com/a-/ALV-UjWGYy84hFn0JEA21SKjEiTahxFXEPAphjJKZsosRmxO0yQ-n5n5,muy buena la aplicación,5,0,1.1.5,2025-09-18 19:14:27,,,1.1.5,com.walletapp.mobile,2025-09-28 21:05:50.892328,23
bee8ed57-6246-43ff-990c-207271d2cadc,Cristian Barthelemy Suarez,https://play-lh.googleusercontent.com/a/ACg8ocLP7ujVbW7oCBMSEySliOsGtqB78V87ZdJJsqp5-it_VpRO06A=mo,"la app está horrible, no tengo ni 24h que me cree la cuenta y no me deja logear",1,2,1.1.5,2025-09-06 16:55:26,,,1.1.5,com.walletapp.mobile,2025-09-28 21:05:50.892328,79
25618c41-751b-4335-88d2-e824b9b01875,Isaias Quispe,https://play-lh.googleusercontent.com/a/ACg8ocLdczd5oeXWPr1pYudtxFMUVxyYulsRaCAFomANQIyOHQpl3A=mo,un asco no medeja reguistrarme,1,2,1.1.5,2025-09-06 14:39:22,,,1.1.5,com.walletapp.mobile,2025-09-28 21:05:50.892328,30
7c597b31-870e-4a39-8848-f07fafbfe396,Ayrton Arrua,https://play-lh.googleusercontent.com/a/ACg8ocJzkOMaJz7-NKmbT2lgUBnN2drFs4Bc4LT8L8dtpA3C7ASouA=mo,es bueno,5,0,1.1.5,2025-08-27 16:01:46,,,1.1.5,com.walletapp.mobile,2025-09-28 21:05:50.892328,8
15af67ff-6e19-4c31-b0d4-0118e7bbb1db,Denilson Cruz Caunalla,https://play-lh.googleusercontent.com/a-/ALV-UjX3wwoTHtdQkQJr7XmiDx0rOd97Vy_S2fUDT4yXNy4pVwh5YEPrWA,"esta bien bnb , solo le falta como en bcp la tarjeta virtual y en dolares",1,0,,2025-08-15 11:57:15,,,,com.walletapp.mobile,2025-09-28 21:05:50.892328,73
7027e6df-e8e5-4d28-9f35-2de6cf01851e,Jose Fernando Garcia,https://play-lh.googleusercontent.com/a-/ALV-UjXjSsmAkfw_AGyqmzijrscLMRFpdo-iGR-VXl310nkJlnTCpuw_,basura,1,0,1.1.5,2025-08-09 02:14:09,,,1.1.5,com.walletapp.mobile,2025-09-28 21:05:50.892328,6
6fdf456d-5b24-44e1-ad29-71360fd7ffa5,Angel L.s,https://play-lh.googleusercontent.com/a-/ALV-UjU-16hNgOhc5T-b31_TsomkDSxmjtMW0qPaOVrDSP02IVJdLKpoLA,un lío crear una cuenta error en la foto de carnet,1,0,1.1.5,2025-08-05 11:30:40,,,1.1.5,com.walletapp.mobile,2025-09-28 21:05:50.892328,50
1bc68c07-48d8-47b9-a2cf-0a0f08042db4,Herlan Peña,https://play-lh.googleusercontent.com/a-/ALV-UjVDEM3RaR089AAS_5ylWe-P2zbqDKrCuINyrYZ-WTqWd1aXKHo,pésima aplicación se cuelga cuando le da la gana funciona 👎🏻,1,3,1.1.5,2025-07-27 19:00:54,,,1.1.5,com.walletapp.mobile,2025-09-28 21:05:50.892328,60
11016d18-f482-4e9f-abe0-2a7302bd9560,Freddy Jesus Mendez Luna,https://play-lh.googleusercontent.com/a-/ALV-UjVrqVVSO2HfkX9hjvEhGQldWEMMtXpgn0BGQfNCVCyFXKXyDMwQ,Ayudad para retirar del cajero del bnb xfavor o un video que explique,1,0,1.1.5,2025-06-29 00:45:15,,,1.1.5,com.walletapp.mobile,2025-09-28 21:05:50.892328,69
942ac823-207a-4a6a-a1ff-6720cec37cb3,Erick meliodas Zeus,https://play-lh.googleusercontent.com/a/ACg8ocJQT8icc5vW5DoDMo8VDeJGNpN-lZPfiE0dc8b3Ilqndy298g=mo,la peor app no sirve para nada no se puede registrar -una app inútilmente inservible,1,2,1.1.5,2025-06-26 18:19:14,,,1.1.5,com.walletapp.mobile,2025-09-28 21:05:50.892328,84
67958311-3780-407d-8b25-504572a47c0e,CesarrooMerc,https://play-lh.googleusercontent.com/a-/ALV-UjU8kw_dTIYUo84lueZTXQ9rlANixD2qG_MWPjGnshItQrbxG5yT,horrible su forma de registrarse el peor le vi,1,1,1.1.5,2025-06-24 18:25:24,,,1.1.5,com.walletapp.mobile,2025-09-28 21:05:50.892328,46
f15f71b6-2c53-47f0-a894-f534da588ea4,Andres F,https://play-lh.googleusercontent.com/a-/ALV-UjV1qQbTP_ksJj8N1OHZBct7-qSEate-NKjGjYvgnrfJpmO52FUS,"Pésima aplicación, la instale hace 2 meses y tengo dinero ahí hasta ahora no puedo entrar para retirar mi dinero, literalmente no me deja entrar nunca, se queda cargando. pensaba que sería una buena opción de billetera móvil pero no",1,6,,2025-06-23 11:15:20,,,,com.walletapp.mobile,2025-09-28 21:05:50.892328,232
4d8567d6-bd98-42af-b4b9-b4c519960c71,MauriWild,https://play-lh.googleusercontent.com/a-/ALV-UjXCfW4RiXcea5p-QWCTCuBy_DEQtsx027In9BCaSYEDqBykiw9vLQ,"ni siquiera entra a la billetera, se queda cargando, pésima aplicación 👎",1,3,1.1.5,2025-06-09 18:50:00,,,1.1.5,com.walletapp.mobile,2025-09-28 21:05:50.892328,72
d7edc95e-ec6b-45c1-811a-07c435d45552,Jhon Fernandez,https://play-lh.googleusercontent.com/a-/ALV-UjU3bEhf6v_h7hShi4jYQg0g_nLoYhWVf8SzD4VDH4XyIi_FFgw,Muy mala,1,2,,2025-06-07 20:03:06,,,,com.walletapp.mobile,2025-09-28 21:05:50.892328,8
537180da-cae0-428e-b07d-c3b306097949,Limber A.C,https://play-lh.googleusercontent.com/a-/ALV-UjV-KmPOvLqEObyTobz7knlKaTga7hpTgmEnHA-sZ4iGnK56Zw,No se puede registrar en su app,1,1,1.1.5,2025-06-07 08:07:39,,,1.1.5,com.walletapp.mobile,2025-09-28 21:05:50.892328,31
4f4f20c9-b301-4ff6-b157-f6075c4e546f,GREVI BERNAL SANCHEZ,https://play-lh.googleusercontent.com/a/ACg8ocKG4A0cQqUS3rS8-9oFB3R_rQah6IF1Xo4P7Sf3aOlXMFiUZSQ=mo,no me deja ni registrarme me pide mi cédula de identidad lo pongo y siempre me marca error. un asco,1,0,1.1.5,2025-05-15 16:44:42,,,1.1.5,com.walletapp.mobile,2025-09-28 21:05:50.892328,99
86a57ca3-24b0-4a06-acf7-290152b56312,José hurtado franco,https://play-lh.googleusercontent.com/a-/ALV-UjUhx5hmzPoWCtIGxswEfaFZEAM1dxGb9rkzoSafadoKkOMJqkph,al intentar crear no me deja,1,1,1.1.5,2025-05-12 14:43:05,,,1.1.5,com.walletapp.mobile,2025-09-28 21:05:50.892328,28
95b01632-0b75-43ed-b8bf-a998d32753ad,Nicole Gonzales,https://play-lh.googleusercontent.com/a/ACg8ocJRh1xCStAzncyLas3-SghxuJnh3gnLA0sKghtsrihIjeXOpnAo=mo,"No me deja registrar con mi carnet para crear la cuenta, ya llevo varios días intentando. Y es vigente mi carnet",1,2,1.1.5,2025-05-11 13:14:54,,,1.1.5,com.walletapp.mobile,2025-09-28 21:05:50.892328,112
a44de1fe-9e15-4d37-a4ad-6d2d6c520b92,Marcos Prado,https://play-lh.googleusercontent.com/a-/ALV-UjUc0Nu1-XX27QA4PWzXviSSsoS-NWDrULkdTO79iyqwVR1jQKI,"Pésima, imposible registrarse y te pide una serie de datos que otras aplicaciones del mismo tipo no piden. Yape es mil veces mejor.",1,4,,2025-05-09 10:26:37,,,,com.walletapp.mobile,2025-09-28 21:05:50.892328,131
e8931656-d596-4193-82d2-8ca629dc7b40,Jesus Vallejos,https://play-lh.googleusercontent.com/a-/ALV-UjUs1yyFsS1mmaXRjG8hmhlJfWqTSY86QNpTCtSSwZjB9bF-Z4uF,después de las últimas actualizaciones a veces deja ingresar y otras veces no,1,9,1.1.5,2025-05-07 18:15:10,,,1.1.5,com.walletapp.mobile,2025-09-28 21:05:50.892328,77
b35a6ad1-f443-4ae5-a924-ddcf10a46989,Daniel Terrazas,https://play-lh.googleusercontent.com/a/ACg8ocJFjG8Eiubo5HuPk8ZLS7qos59gdLQxxDdYNNeSsIItN3GLQQ=mo,es la peor aplicasion e muy lento sale error,1,2,1.1.5,2025-05-07 14:15:05,,,1.1.5,com.walletapp.mobile,2025-09-28 21:05:50.892328,44
d85c8fd0-c814-4cc0-adab-05f2f59cea9f,Eliseo Rodríguez,https://play-lh.googleusercontent.com/a-/ALV-UjWEe4CN0C92yi5SVHS9BNZLCfsLtiQxaxIjVMbdvigS6tZ3NTA,me salio mal mi app Bille....no hay solución,1,0,1.1.3,2025-03-21 16:44:05,,,1.1.3,com.walletapp.mobile,2025-09-28 21:05:50.892328,44
bf98c535-055b-4a14-867b-2a7399dbfe74,Kerison Kmz Zeballos,https://play-lh.googleusercontent.com/a-/ALV-UjXsb1AJ_pCb7AcAVTFFqyoZhOAjxXkPyybLYTuWYfu9py-DqD8jyg,"lamentablemente, la verdad no puede hacer la transferencia y el codigo QR les aparece error , ya no se puede hacer cobros , la última actualización lo arruinó todo",1,3,1.1.3,2025-03-21 13:13:55,,,1.1.3,com.walletapp.mobile,2025-09-28 21:05:50.892328,163
5f078b37-cb23-4535-8d4d-9984c9f75bc3,PapuShow,https://play-lh.googleusercontent.com/a-/ALV-UjVu6R4KOhFeKLvkwWWzQvx0mnDl5JqBb97oe9F-g2ZIli1kRm9P,No se puede ni crear cuenta se bugea,1,1,1.1.3,2025-03-20 20:17:53,,,1.1.3,com.walletapp.mobile,2025-09-28 21:05:50.892328,36
d7ff7f24-36da-4481-ab13-cded89e35aa7,BYR0N.G,https://play-lh.googleusercontent.com/a-/ALV-UjUuaq3p6FsP8tuVmuX643UAPhril5yTiFhzVmCwDIVzgpZyAHY,No deja registrarse dice que el proceso ya terminó o lo está viendo segip pésimo,1,1,1.1.3,2025-03-07 12:32:34,,,1.1.3,com.walletapp.mobile,2025-09-28 21:05:50.892328,80
11a95f5b-4fa5-49b6-9363-7b189a1f783d,Gabriel Coca,https://play-lh.googleusercontent.com/a/ACg8ocJCc1jc1wnwIjCCea3fjCflzFjwMCyL09kh0MCx1DlCezz1Mw=mo,Sigo con el mismo problema no me deja registrarme sigue con q está en proceso de afiliación o afiliación en revisión,1,0,,2025-03-01 15:26:37,,,,com.walletapp.mobile,2025-09-28 21:05:50.892328,116
